,dim_ad_channel_level1,install_deviceid_cnt,day1_ltv_sum,day2_ltv_sum,day3_ltv_sum,day4_ltv_sum,day5_ltv_sum,day6_ltv_sum,day7_ltv_sum,day30_ltv_sum,day60_ltv_sum,day90_ltv_sum,day180_ltv_sum,day360_ltv_sum,dt,diff_0,month,weekday,is_holiday,is_promo,days_to_next_promo,days_past_last_promo,season,day7_ltv_label,install_deviceid_cnt_zscore,lag_1_install_cnt_zscore,lag_2_install_cnt_zscore,lag_3_install_cnt_zscore,lag_4_install_cnt_zscore,lag_5_install_cnt_zscore,lag_6_install_cnt_zscore,lag_7_install_cnt_zscore,lag_1_install_cnt,lag_2_install_cnt,lag_3_install_cnt,lag_4_install_cnt,lag_5_install_cnt,lag_6_install_cnt,lag_7_install_cnt,avg_day1_ltv,lag_1_avg_day1_ltv,lag_2_avg_day1_ltv,lag_3_avg_day1_ltv,lag_4_avg_day1_ltv,lag_5_avg_day1_ltv,lag_6_avg_day1_ltv,lag_7_avg_day1_ltv,lag_1_contrib_ltv,lag_2_contrib_ltv,lag_3_contrib_ltv,lag_4_contrib_ltv,lag_5_contrib_ltv,lag_6_contrib_ltv,lag_7_contrib_ltv
126,信息流,4231,37024.18,45815.18,54297.58,59422.78,68761.98,71412.9,72720.78,173100.19,206273.14,227664.78,282689.18,376546.13,2022-01-31,0,1,0,1,0,0,0,winter,72720.78,-1.3002338737986305,-0.9106750980630623,-0.5337878438430562,-0.11707580771699758,-0.07399263456408621,0.03389632005412879,0.7565350899130454,2.145333848018659,5307.0,6348.0,7499.0,7618.0,7916.0,9912.0,13748.0,8.7506925076814,9.3452100998681,11.287895400126024,10.922832377650355,15.669182200052507,18.417350934815563,24.074327078288945,24.5035183299389,11.588019596758999,13.095601764335225,15.073139085211361,20.229744027303756,22.026509600808488,29.084130347054078,33.33122708757637
130,信息流,6071,65663.91,72583.11,81190.48,88683.85,92641.75,101972.94,118867.74,254682.41,289846.93,319933.3,395968.82,538948.55,2022-02-01,0,2,1,1,0,0,0,winter,118867.74,-0.48161210237186874,-1.600862204505419,-0.9463442099968863,-0.31311629895285054,0.387023302979604,0.4594095867588934,0.6406794402566097,1.8548224858319176,4231.0,5307.0,6348.0,7499.0,7618.0,7916.0,9912.0,10.815995717344755,8.7506925076814,9.3452100998681,11.287895400126024,10.922832377650355,15.669182200052507,18.417350934815563,24.074327078288945,10.828451902623494,12.24734690032033,13.945270951480781,15.947008934524602,20.36882646363875,21.97861925214755,29.084130347054078
134,信息流,5729,50938.76,89181.26,98659.66,109737.1,126227.31,135845.87,146102.47,277917.19,335226.95,361708.63,455552.09,570310.38,2022-02-02,0,2,2,0,0,0,0,winter,146102.47,-0.5112628049863239,-0.22503095836414627,-1.764991770600424,-0.864449469531818,0.006800098695336823,0.9701125415670517,1.0697078332279848,1.3191145299923386,6071.0,4231.0,5307.0,6348.0,7499.0,7618.0,7916.0,8.891387676732414,10.815995717344755,8.7506925076814,9.3452100998681,11.287895400126024,10.922832377650355,15.669182200052507,18.417350934815563,11.955709108878274,12.833273457811393,12.542223478424722,14.53033711405167,16.149066542205627,20.89494880546075,21.97861925214755
138,信息流,5787,63015.31,88102.71,102043.39,123429.69,146332.87,168161.07,184045.4,278296.52,321271.07,351126.25,450110.75,590518.76,2022-02-03,0,2,3,0,0,0,0,winter,184045.4,-0.27535261896013674,-0.331047307363582,-0.002640696432921974,-1.7695066733698064,-0.7362741781610631,0.26334945335594595,1.368600942189834,1.4828710787417303,5729.0,6071.0,4231.0,5307.0,6348.0,7499.0,7618.0,10.889115258337654,8.891387676732414,10.815995717344755,8.7506925076814,9.3452100998681,11.287895400126024,10.922832377650355,15.669182200052507,15.566636411241053,13.373493658375885,14.044618293547625,13.400618051629923,15.337109325771896,16.66406854247233,20.89494880546075
142,信息流,6397,91109.64,125014.35,155434.88,194522.12,228350.32,260455.92,276415.83,381896.29,431259.14,469848.38,575286.22,714474.94,2022-02-04,0,2,4,0,0,0,0,winter,276415.83,0.540148151485473,-0.1522403379416634,-0.2180739975921124,0.17011758172605257,-1.918398517529572,-0.6970706247040002,0.4845300597118178,1.7909876848440045,5787.0,5729.0,6071.0,4231.0,5307.0,6348.0,7499.0,14.242557448804126,10.889115258337654,8.891387676732414,10.815995717344755,8.7506925076814,9.3452100998681,11.287895400126024,10.922832377650355,15.22424572317263,17.22109617734334,14.607782902322517,16.251945166627273,14.55776898436028,15.708550724637682,16.66406854247233
146,信息流,10848,138615.02,208337.52,256242.91,299385.64,326940.65,350023.29,375491.17,564222.85,651071.04,711956.2,855704.94,1083989.19,2022-02-05,0,2,5,0,0,0,0,winter,375491.17,2.472742030117962,0.0314012047300512,-0.3031793172844682,-0.3349918915087995,-0.14740740211705258,-1.1566338947510126,-0.5664557936237621,0.0045250644370816145,6397.0,5787.0,5729.0,6071.0,4231.0,5307.0,6348.0,12.77793325958702,14.242557448804126,10.889115258337654,8.891387676732414,10.815995717344755,8.7506925076814,9.3452100998681,11.287895400126024,19.542652806002813,17.633210644548125,19.15466922674114,15.259718333058805,16.87849208225006,16.01167891464104,15.708550724637682
150,信息流,20954,295837.58,449696.2,554303.74,620545.08,678172.51,731633.18,762087.94,1092348.696,1264614.646,1351703.096,1653876.306,2102019.297,2022-02-06,0,2,6,0,0,0,0,winter,762087.94,2.475508795267657,0.5192596741842663,-0.34233391753769804,-0.4604134706606812,-0.47164070685925996,-0.4054387278952268,-0.7616131176432417,-0.5533285288558155,10848.0,6397.0,5787.0,5729.0,6071.0,4231.0,5307.0,14.118429894053643,12.77793325958702,14.242557448804126,10.889115258337654,8.891387676732414,10.815995717344755,8.7506925076814,9.3452100998681,19.205154867256635,24.298089729560733,21.32878693623639,22.033044161284693,16.796728710261903,17.187610493973057,16.01167891464104
154,信息流,23090,443156.17,598873.9,718293.78,785761.35,851828.97,882102.8,911810.25,1297093.74,1467347.99,1592157.67,1969952.99,2463982.927,2022-02-07,0,2,0,0,0,0,0,winter,911810.25,1.8225757866024523,1.5160778479384753,0.06595230105731764,-0.5727285627036197,-0.660258404737808,-0.6685809143082717,-0.619506806151399,-0.8835312476971471,20954.0,10848.0,6397.0,5787.0,5729.0,6071.0,4231.0,19.192558250324815,14.118429894053643,12.77793325958702,14.242557448804126,10.889115258337654,8.891387676732414,10.815995717344755,8.7506925076814,21.4611148229455,23.62121220501475,30.408335157104894,25.286481769483323,23.711968930005234,19.579598089276892,17.187610493973057
158,信息流,28412,577480.94,779747.82,866926.47,949363.88,994906.14,1035225.52,1076988.71,1477012.28,1665091.47,1794375.58,2231308.73,2810476.211,2022-02-08,0,2,1,0,0,0,0,winter,1076988.71,1.7287278633113146,1.1154161048590236,0.8692616674193218,-0.2953622767593427,-0.8082992622668862,-0.8785961755806587,-0.8852801443875421,-0.8458677765952303,23090.0,20954.0,10848.0,6397.0,5787.0,5729.0,6071.0,20.325247782627056,19.192558250324815,14.118429894053643,12.77793325958702,14.242557448804126,10.889115258337654,8.891387676732414,10.815995717344755,25.936504980511046,26.453361649327096,27.59823377581121,35.69647022041582,29.058418869880768,25.502263920404957,19.579598089276892
162,信息流,29545,523882.61,742347.29,859414.89,936541.07,968110.78,1014501.35,1052869.06,1463847.03,1663382.07,1828169.27,2282791.04,2938588.272,2022-02-09,0,2,2,0,0,0,0,winter,1052869.06,1.372499435632023,1.2546910028532898,0.7013137043109973,0.4792141346592993,-0.5715996532152607,-1.0344110691889068,-1.0978383807467418,-1.1038691743047,28412.0,23090.0,20954.0,10848.0,6397.0,5787.0,5729.0,17.731684210526314,20.325247782627056,19.192558250324815,14.118429894053643,12.77793325958702,14.242557448804126,10.889115258337654,8.891387676732414,27.444312966352243,31.10843568644435,29.61463586904648,30.138334255162246,40.71532280756605,31.80324866079143,25.502263920404957
166,信息流,28822,497937.26,715340.89,818131.04,873801.76,918198.32,945820.56,989839.19,1413948.23,1643794.86,1814706.88,2257663.29,2920987.984,2022-02-10,0,2,3,0,0,0,0,winter,989839.19,1.0135345881179822,1.089945011048789,0.970203642887511,0.4077468367495409,0.1820031806220128,-0.8860517766929679,-1.3564567455242542,-1.4209247372086138,29545.0,28412.0,23090.0,20954.0,10848.0,6397.0,5787.0,17.276291027687183,17.731684210526314,20.325247782627056,19.192558250324815,14.118429894053643,12.77793325958702,14.242557448804126,10.889115258337654,25.125987138263667,30.51268724482613,34.03037462104807,32.36482342273552,32.26615873893805,43.21022823198374,31.80324866079143
170,信息流,28639,577568.73,769954.68,855721.14,914732.25,966685.89,1015090.72,1050922.72,1440128.45,1641265.96,1788643.5,2277123.369,2903043.839,2022-02-11,0,2,4,0,0,0,0,winter,1050922.72,0.7838617556934038,0.805759925912565,0.8922756475981035,0.7566984516510562,0.11985658331020406,-0.13574173137902182,-1.345047240859039,-1.8776633919272716,28822.0,29545.0,28412.0,23090.0,20954.0,10848.0,6397.0,20.167210098117952,17.276291027687183,17.731684210526314,20.325247782627056,19.192558250324815,14.118429894053643,12.77793325958702,14.242557448804126,24.819266185552703,29.08833609747842,33.41418696325496,36.89168341273278,34.91615825140785,34.613861541297936,43.21022823198374
174,信息流,30772,575885.39,730556.21,817356.06,877007.28,936623.02,969534.79,1017681.34,1425273.5,1639458.71,1803095.37,2280366.3,2978720.4,2022-02-12,0,2,5,0,0,0,0,winter,1017681.34,0.9002742803325288,0.5596018999805025,0.5888297694621812,0.7043038111848793,0.5233465646125185,-0.3266573773628606,-0.6678089031162258,-2.2818900450935238,28639.0,28822.0,29545.0,28412.0,23090.0,20954.0,10848.0,18.714590861822437,20.167210098117952,17.276291027687183,17.731684210526314,20.325247782627056,19.192558250324815,14.118429894053643,12.77793325958702,26.884831174272847,28.385644299493443,31.698800812320187,35.01711037589751,38.20280640970117,36.369568578791636,34.613861541297936
178,信息流,29508,472405.79,646289.08,717697.76,784547.69,820458.9,857875.77,911861.39,1404361.83,1629333.22,1800439.77,2279403.42,3031953.72,2022-02-13,0,2,6,0,0,0,0,winter,911861.39,0.6256010877942288,1.0131809309369344,0.3591399456336187,0.41525316659494393,0.6369463838355897,0.2895350212717562,-1.3423478309477688,-1.997308705119303,30772.0,28639.0,28822.0,29545.0,28412.0,23090.0,20954.0,16.009414057204825,18.714590861822437,20.167210098117952,17.276291027687183,17.731684210526314,20.325247782627056,19.192558250324815,14.118429894053643,23.740940140387362,29.879574705820733,30.317179931996392,32.76733051277712,36.436207236379,39.48940017323517,36.369568578791636
182,信息流,25844,478323.34,609747.31,695416.88,725146.59,780073.75,807321.77,829296.64,1190130.98,1374951.24,1538634.32,1954851.49,2546341.314,2022-02-14,0,2,0,0,0,0,0,winter,829296.64,-0.9719075983020558,0.6214120617331712,1.1710725558064592,0.2435204720577858,0.32309948346238365,0.6375018072084178,0.14480770927721903,-2.169506491243381,29508.0,30772.0,28639.0,28822.0,29545.0,28412.0,23090.0,18.508100139297323,16.009414057204825,18.714590861822437,20.167210098117952,17.276291027687183,17.731684210526314,20.325247782627056,19.192558250324815,21.902164836654464,26.56168139867412,31.94009043611858,31.857550482270486,34.337497038415975,37.906121005209066,39.48940017323517
186,信息流,24187,373936.39,515621.54,582119.3,632829.09,662601.95,681469.21,712547.32,1077652.312,1237304.272,1361234.932,1742739.582,2278669.152,2022-02-15,0,2,1,0,0,0,0,winter,712547.32,-2.0017038556861584,-1.1784920444685951,0.641814579732462,1.2697806203957087,0.21008792677647983,0.30100389627123786,0.6601964970620032,0.09731237991686192,25844.0,29508.0,30772.0,28639.0,28822.0,29545.0,28412.0,15.46022202009344,18.508100139297323,16.009414057204825,18.714590861822437,20.167210098117952,17.276291027687183,17.731684210526314,20.325247782627056,23.593379894753138,24.322141792056392,28.50017158455739,33.75417752016481,32.815923946984945,35.636116432560506,37.906121005209066
190,信息流,25869,449902.18,593128.72,683956.34,743635.34,791151.39,825918.61,853862.58,1220991.23,1396044.4,1551733.26,1991397.13,2532289.15,2022-02-16,0,2,2,0,0,0,0,winter,853862.58,-0.9426307677828476,-1.723956356749584,-0.9542438116141011,0.7477638922944136,1.3349193884025912,0.34409448872004156,0.4291019695648173,0.7649511971646689,24187.0,25844.0,29508.0,30772.0,28639.0,28822.0,29545.0,17.391556689473887,15.46022202009344,18.508100139297323,16.009414057204825,18.714590861822437,20.167210098117952,17.276291027687183,17.731684210526314,21.318127093066522,26.908252592477943,26.587626745289413,30.437508774210322,35.44434931387269,34.34318194434807,35.636116432560506
194,信息流,26203,403238.97,567665.12,635252.0,691440.72,746745.35,785252.55,831977.16,1154797.7,1332027.85,1485198.53,1889056.58,2458322.106,2022-02-17,0,2,3,0,0,0,0,winter,831977.16,-0.6035562416424057,-0.761354898948522,-1.5560175983164488,-0.7731661756929917,0.9578945439764991,1.5550726961768913,0.5473345643387296,0.6337931101082483,25869.0,24187.0,25844.0,29508.0,30772.0,28639.0,28822.0,15.389038278059763,17.391556689473887,15.46022202009344,18.508100139297323,16.009414057204825,18.714590861822437,20.167210098117952,17.276291027687183,22.928165758243455,24.06744532186712,28.058605092091007,27.80462586417243,31.507045040946316,36.695510318097696,34.34318194434807
198,信息流,26888,460018.43,603165.36,662667.97,711816.37,743864.62,776188.26,800641.93,1198594.35,1386503.56,1495761.06,1860698.943,2398853.743,2022-02-18,0,2,4,0,0,0,0,winter,800641.93,-0.17032777066345314,-0.502970744019021,-0.6651645441661153,-1.4819608670625606,-0.6773047986681433,1.1019709011490835,1.7157821687716202,0.6799756546585894,26203.0,25869.0,24187.0,25844.0,29508.0,30772.0,28639.0,17.10868900624814,15.389038278059763,17.391556689473887,15.46022202009344,18.508100139297323,16.009414057204825,18.714590861822437,20.167210098117952,21.66412700835782,26.439226100738335,26.164017447389092,30.18394017953877,29.072650467669785,33.071667099961005,36.695510318097696
202,信息流,30946,448182.83,587921.19,643652.55,689338.89,731673.31,783197.79,807021.79,1203361.71,1405190.49,1571460.68,2007517.86,2637202.53,2022-02-19,0,2,5,0,0,0,0,winter,807021.79,1.4408472822378566,-0.2693522048218405,-0.5580379240519767,-0.6987985521145541,-1.4076589605015453,-0.7093345272689385,0.8348179913576583,1.3675168951633403,26888.0,26203.0,25869.0,24187.0,25844.0,29508.0,30772.0,14.482738641504557,17.10868900624814,15.389038278059763,17.391556689473887,15.46022202009344,18.508100139297323,16.009414057204825,18.714590861822437,22.432511157393634,24.24348357058352,28.746195832850127,27.394962169760614,31.238266909147193,30.90217534228006,33.071667099961005
206,信息流,31476,466674.85,636568.08,714352.25,774769.58,834132.34,903194.77,940745.07,1344518.1,1587356.96,1762100.58,2229025.482,2868570.982,2022-02-20,0,2,6,0,0,0,0,winter,940745.07,1.5436594459696955,1.3317542414852357,-0.29071994681276003,-0.5645974280804108,-0.6981376890196742,-1.3706368474024313,-0.7081332175330921,0.7568114413934374,30946.0,26888.0,26203.0,25869.0,24187.0,25844.0,29508.0,14.826370885754224,14.482738641504557,17.10868900624814,15.389038278059763,17.391556689473887,15.46022202009344,18.508100139297323,16.009414057204825,18.998293478963355,24.645491297232965,26.387845666526733,30.582990838455295,28.175020052094098,32.088555951091166,30.90217534228006
210,信息流,26902,469458.23,629164.85,714031.67,766843.69,821877.56,859967.58,886014.83,1241261.54,1481265.45,1652909.81,2121935.44,2736817.846,2022-02-21,0,2,0,0,0,0,0,winter,886014.83,-0.16133377133712834,1.7436437571456727,1.5229095879073944,-0.16716448524153568,-0.4524529869928952,-0.5915571615694706,-1.2920757892275534,-0.6019691506844836,31476.0,30946.0,26888.0,26203.0,25869.0,24187.0,25844.0,17.45068136198052,14.826370885754224,14.482738641504557,17.10868900624814,15.389038278059763,17.391556689473887,15.46022202009344,18.508100139297323,20.223919176515437,20.799216376914625,26.473384781315083,28.498467732702363,31.926963160539643,29.459929714309336,32.088555951091166
214,信息流,25695,400846.16,547747.04,623181.94,685659.25,720183.74,746871.98,770046.97,1125688.09,1296409.96,1427153.34,1770787.04,2317751.14,2022-02-22,0,2,1,0,0,0,0,winter,770046.97,-0.6530883230003001,-0.1528328218983726,1.7429158624762886,1.523251060832526,-0.1586352883568871,-0.442541682934203,-0.5809719541587629,-1.278096852960289,26902.0,31476.0,30946.0,26888.0,26203.0,25869.0,24187.0,15.600161899202178,17.45068136198052,14.826370885754224,14.482738641504557,17.10868900624814,15.389038278059763,17.391556689473887,15.46022202009344,23.387289049141327,22.695140742152752,22.275540942286565,27.665301249628087,29.968039919093236,33.00717383741157,29.459929714309336
218,信息流,27355,363631.28,498789.44,576220.93,624568.02,663065.78,700359.94,739935.36,1072910.94,1257395.15,1433220.44,1805902.421,2273179.315,2022-02-23,0,2,2,0,0,0,0,winter,739935.36,-0.14734021835857675,-0.931894388287165,-0.3614384346101734,1.8003391396388402,1.5498489528544115,-0.3680551565252338,-0.6918019073692596,-0.849657987342843,25695.0,26902.0,31476.0,30946.0,26888.0,26203.0,25869.0,13.29304624383111,15.600161899202178,17.45068136198052,14.826370885754224,14.482738641504557,17.10868900624814,15.389038278059763,17.391556689473887,21.317261724070832,26.541954873243625,24.61461367391028,23.643550378077943,28.867459833382924,31.75121779948861,33.00717383741157
222,信息流,27475,445565.81,610092.98,664592.52,704191.89,753075.74,784075.3,804876.91,1139016.19,1316863.38,1437380.1,1810287.53,2378028.4,2022-02-24,0,2,3,0,0,0,0,winter,804876.91,-0.19534534439932616,-0.25506876179529847,-1.0812427024395823,-0.48052466246509407,1.7959329306113847,1.5321545037791735,-0.48749239449462417,-0.8284135687966329,27355.0,25695.0,26902.0,31476.0,30946.0,26888.0,26203.0,16.217135941765243,13.29304624383111,15.600161899202178,17.45068136198052,14.826370885754224,14.482738641504557,17.10868900624814,15.389038278059763,18.233940413087186,24.253043004475575,28.505081034867295,26.50058266615834,25.308530666321982,29.776923906575426,31.75121779948861
226,信息流,24881,476241.28,616825.65,669322.13,691280.54,715449.05,758476.27,797271.16,1124610.45,1274871.07,1392366.82,1779275.0,2213602.882,2022-02-25,0,2,4,0,0,0,0,winter,797271.16,-1.29062513736835,-0.10395908284163316,-0.15885496817054834,-0.9182480485538752,-0.3660869352872032,1.7263612271666144,1.4839044002972388,-0.3724914552422433,27475.0,27355.0,25695.0,26902.0,31476.0,30946.0,26888.0,19.140761223423496,16.217135941765243,13.29304624383111,15.600161899202178,17.45068136198052,14.826370885754224,14.482738641504557,17.10868900624814,22.205385987261145,21.064556022664963,26.68453979373419,30.550797710207423,28.694712479349345,26.07838783687714,29.776923906575426
230,信息流,27200,489992.44,658038.49,725099.8,782348.02,830044.39,867009.61,910139.55,1230998.28,1440135.52,1619828.65,2007020.77,2557922.42,2022-02-26,0,2,5,0,0,0,0,winter,910139.55,-0.24898443036740783,-1.3157648350270268,-0.12247963895671564,-0.1776817297541086,-0.9413106524513779,-0.386069622514267,1.718050071713028,1.4742408373578757,24881.0,27475.0,27355.0,25695.0,26902.0,31476.0,30946.0,18.01442794117647,19.140761223423496,16.217135941765243,13.29304624383111,15.600161899202178,17.45068136198052,14.826370885754224,14.482738641504557,24.791031309030988,24.188990718835306,22.831951014439774,28.02816656937147,31.966678313880006,29.887694433854364,26.07838783687714
234,信息流,27820,412728.25,552965.58,607664.54,654183.5,692582.6,737572.88,784327.79,1143685.28,1348082.09,1489611.06,1920623.26,2470066.54,2022-02-27,0,2,6,0,0,0,0,winter,784327.79,0.25885054446366507,-0.0829755206427723,-1.361515270613463,0.06864087920282493,0.0024809956338370455,-0.9127307270704953,-0.24727256483909218,2.274521663865496,27200.0,24881.0,27475.0,27355.0,25695.0,26902.0,31476.0,14.835666786484543,18.01442794117647,19.140761223423496,16.217135941765243,13.29304624383111,15.600161899202178,17.45068136198052,14.826370885754224,24.192591544117647,26.900933644146136,25.630278070973613,24.239290074940598,29.066821560614905,32.93490558322801,29.887694433854364
238,信息流,23693,384269.39,522286.26,612460.98,655914.69,698028.66,725606.86,757401.34,1057274.31,1225260.13,1346390.46,1759734.79,2317166.25,2022-02-28,0,2,0,0,0,0,0,winter,757401.34,-1.9537930211310777,1.0497191260805283,0.5985009212656032,-1.0892007190018342,0.7986380282399651,0.7113054724693344,-0.4967948823577229,0.3816250744352037,27820.0,27200.0,24881.0,27475.0,27355.0,25695.0,26902.0,16.218688642215,14.835666786484543,18.01442794117647,19.140761223423496,16.217135941765243,13.29304624383111,15.600161899202178,17.45068136198052,19.876548526240114,26.658080882352944,27.783470921586755,27.409490081892628,25.60262986656918,29.968747616267756,32.93490558322801
242,信息流,24460,412480.6,530213.17,593215.06,662180.55,699379.14,718558.61,752651.44,1029442.49,1189594.39,1315859.54,1692531.24,2159734.19,2022-03-01,0,3,1,0,0,0,0,spring,752651.44,-1.0821193001477654,-1.5968788959076452,1.172890141512203,0.756787208824947,-0.7995719861778705,0.9413489934846171,0.8608129419967611,-0.2532691035852472,23693.0,27820.0,27200.0,24881.0,27475.0,27355.0,25695.0,16.86347506132461,16.218688642215,14.835666786484543,18.01442794117647,19.140761223423496,16.217135941765243,13.29304624383111,15.600161899202178,22.043905794960537,21.84272250179727,28.762794852941177,28.75483501466983,28.53777252047316,27.0493642844087,29.968747616267756
246,信息流,21638,375950.54,526751.2,596347.61,631640.05,665021.14,695075.65,725562.74,984533.98,1152151.55,1281398.22,1619994.94,2083140.6,2022-03-02,0,3,2,0,0,0,0,spring,725562.74,-1.871577316114743,-0.5267199258096174,-0.8922428238833351,1.0745277111234877,0.7790593971655934,-0.32608740939627295,0.9101138912598207,0.8529264756550669,24460.0,23693.0,27820.0,27200.0,24881.0,27475.0,27355.0,17.374551252426286,16.86347506132461,16.218688642215,14.835666786484543,18.01442794117647,19.140761223423496,16.217135941765243,13.29304624383111,21.676744480784958,25.84987042586418,23.514863407620417,30.51633786764706,30.48415537960693,29.294882984531394,27.0493642844087
250,信息流,20850,287345.62,413870.98,448599.1,486166.54,513234.58,551484.25,576272.69,752461.33,865105.86,945266.74,1152520.07,1501904.78,2022-03-03,0,3,3,0,0,0,0,spring,576272.69,-1.5772432106658076,-1.2587327452130974,-0.11807724583803672,-0.4280994882266518,1.240038444417174,0.9894337634772242,0.05209141654215484,1.1005890655070407,21638.0,24460.0,23693.0,27820.0,27200.0,24881.0,27475.0,13.781564508393284,17.374551252426286,16.86347506132461,16.218688642215,14.835666786484543,18.01442794117647,19.140761223423496,16.217135941765243,24.34380256955356,24.252455437448898,27.683901996370235,24.895132997843277,31.875353308823527,32.0433728547888,29.294882984531394
254,信息流,23724,280478.07,379265.15,419226.78,463280.08,502919.64,525743.51,542664.42,720883.6,846067.19,936654.52,1181408.95,1489816.37,2022-03-04,0,3,4,0,0,0,0,spring,542664.42,-0.24748759661777803,-1.519332661757687,-1.1706152256650466,0.07821802897128702,-0.2612061759564479,1.5651350153561492,1.290763428582752,0.26452518708677125,20850.0,21638.0,24460.0,23693.0,27820.0,27200.0,24881.0,11.822545523520485,13.781564508393284,17.374551252426286,16.86347506132461,16.218688642215,14.835666786484543,18.01442794117647,19.140761223423496,19.84992709832134,27.560200110915982,27.07197669664759,29.46138775165661,26.512324946081957,33.461012867647064,32.0433728547888
258,信息流,26217,307959.36,379404.21,432888.06,467067.3,492585.37,516445.27,554088.14,752006.68,900218.91,1019813.58,1329726.07,1740339.45,2022-03-05,0,3,5,0,0,0,0,spring,554088.14,0.7532654927363783,-0.3096414682891155,-1.5349902873774706,-1.199021300097852,0.004156976682711017,-0.3228585223572223,1.4367150950323537,1.1723740136702172,23724.0,20850.0,21638.0,24460.0,23693.0,27820.0,27200.0,11.746552237098065,11.822545523520485,13.781564508393284,17.374551252426286,16.86347506132461,16.218688642215,14.835666786484543,18.01442794117647,15.98656002360479,21.515544364508393,29.19123994823921,28.592769419460343,30.625368674291984,28.192947160316322,33.461012867647064
262,信息流,27193,290121.35,400084.93,454516.62,489145.91,521842.63,551275.13,572818.31,819636.88,997193.26,1117399.77,1425466.79,1880039.355,2022-03-06,0,3,6,0,0,0,0,spring,572818.31,1.1702739618984355,0.7539680211037303,-0.309403608405696,-1.5352881102950224,-1.1991722482599532,0.004532019078835802,-0.32262644054159334,1.4377164054212634,26217.0,23724.0,20850.0,21638.0,24460.0,23693.0,27820.0,10.668971794211744,11.746552237098065,11.822545523520485,13.781564508393284,17.374551252426286,16.86347506132461,16.218688642215,14.835666786484543,14.471686691841173,17.67099898836621,23.31734004796163,30.73394676032905,29.376885118560914,31.967304267083104,28.192947160316322
266,信息流,25796,381865.66,518787.59,568860.42,613391.35,656261.65,688605.92,717502.05,998957.85,1188518.52,1342964.44,1700149.7,2186020.569,2022-03-07,0,3,0,0,0,0,0,spring,717502.05,0.7769494499530705,1.4554824696198296,0.9814321996164246,-0.22943595931645336,-1.6253585781584474,-1.2426212699999606,0.12804457216152423,-0.24449288387598772,27193.0,26217.0,23724.0,20850.0,21638.0,24460.0,23693.0,14.80328965731121,10.668971794211744,11.746552237098065,11.822545523520485,13.781564508393284,17.374551252426286,16.86347506132461,16.218688642215,14.712791159489575,16.511731319372927,19.527907604113977,24.61556738609113,32.12291570385433,30.770704824202777,31.967304267083104
270,信息流,23222,361176.5,470782.21,508796.7,561487.95,602179.98,618575.73,641713.2,849556.13,1010844.48,1113490.49,1449404.79,1920685.78,2022-03-08,0,3,1,0,0,0,0,spring,641713.2,-0.44034715334868174,0.7977233793869892,1.4696676428802808,1.0002205411125982,-0.1988897301034188,-1.5812575277266971,-1.2022367119552486,0.1551195597541779,25796.0,27193.0,26217.0,23724.0,20850.0,21638.0,24460.0,15.553203858410129,14.80328965731121,10.668971794211744,11.746552237098065,11.822545523520485,13.781564508393284,17.374551252426286,16.86347506132461,20.11116413397426,16.714471371308793,17.81543654880421,21.19877086494689,26.450083932853715,33.53187632868102,30.770704824202777
